Id,Name,Location__c,Sub_Location__c,Current_Location__c,Inventory_Count_Date__c,Stock_Checked__c,LastModifiedDate
a064O00001WfjlnQAB,131000,"Tampa, FL","Tampa, FL",TPA | FG | 100 | E2,2026-04-10,,2026-06-19T15:20:49.000+0000
a064O00001Wg1nfQAB,134275,"Tampa, FL","Tampa, FL",TPA | FG | 105 | F4,2026-04-10,,2026-06-19T15:22:13.000+0000
a064O00001Wg1npQAB,134277,"Tampa, FL","Tampa, FL",TPA | FG | 105 | F4,2026-04-10,,2026-06-19T15:22:13.000+0000
a064O00001Wg7NsQAJ,135179,"Tampa, FL","Tampa, FL",TPA | FG | 100 | C2,2026-04-10,,2026-06-19T15:22:35.000+0000
a065b00000bmSwnAAE,140377,Tampa,RENTAL,,2026-08-14,,2026-08-14T15:16:45.000+0000
a065b00000bmn84AAA,141539,"Tampa, FL","Tampa, FL",TPA | FG | 130 | B5,2026-04-10,,2026-06-19T15:25:09.000+0000
a065b00000bmnPmAAI,141564,"Tampa, FL","Tampa, FL",TPA | FG | 100 | J2,2026-04-10,,2026-06-19T15:25:09.000+0000
a065b00000bnBRTAA2,142732,"Tampa, FL","Tampa, FL",TPA | FG | 125 | K4,2026-04-10,,2026-06-19T15:25:37.000+0000
a065b00000bnCZ8AAM,142859,"Tampa, FL","Tampa, FL",TPA | FG | 100 | K1,2026-04-10,,2026-06-19T15:25:39.000+0000
a065b00000bnHE7AAM,143218,"Tampa, FL","Tampa, FL",TPA | FG | 110 | A4,2026-04-10,,2026-06-19T15:25:47.000+0000
a065b00000bnJoIAAU,143359,"Tampa, FL","Tampa, FL",TPA | FG | 110 | A1,2026-04-10,,2026-07-08T14:20:57.000+0000
a065b00000bnMVsAAM,143533,"Tampa, FL","Tampa, FL",TPA | FG | 110 | A1,2026-04-10,,2026-06-19T15:25:56.000+0000
a065b00000bnMznAAE,143571,"Tampa, FL","Tampa, FL",TPA | FG | 125 | G2,2026-04-10,,2026-06-19T15:25:56.000+0000
a065b00000bnN7NAAU,143593,"Tampa, FL","Tampa, FL",TPA | FG | 135 | A2,2026-04-10,,2026-06-19T15:25:57.000+0000
a065b00000bnQZ4AAM,143810,"Tampa, FL","Tampa, FL",TPA | FG | 130 | K2,2026-04-10,,2026-06-19T15:26:02.000+0000
a065b00000bnQsOAAU,143820,"Tampa, FL","Tampa, FL",TPA | FG | 130 | G4,2026-04-10,,2026-06-19T15:26:02.000+0000
a065b00000bnVwPAAU,144132,"Tampa, FL","Tampa, FL",TPA | FG | 100 | H2,2026-04-10,,2026-06-19T15:26:10.000+0000
a065b00000bnXE6AAM,144234,"Tampa, FL","Tampa, FL",TPA | FG | 100 | C2,2026-04-10,,2026-06-19T15:26:12.000+0000
a065b00000bnXE9AAM,144237,"Tampa, FL","Tampa, FL",TPA | FG | 105 | C1,2026-04-10,,2026-06-19T15:26:12.000+0000
a065b00000bnaIpAAI,144460,"Tampa, FL","Tampa, FL",TPA | FG | 125 | E1,2026-04-10,,2026-06-19T15:26:17.000+0000
a065b00000bncn7AAA,144658,"Tampa, FL","Tampa, FL",TPA | FG | 100 | G1,2026-04-10,,2026-06-19T15:26:22.000+0000
a065b00000bnfQ4AAI,144781,"Tampa, FL","Tampa, FL",TPA | FG | 110 | G2,2026-04-10,,2026-06-19T15:26:26.000+0000
